iso2,year,sex,age,cases
IR,2006,f,35-44,185
IR,2007,f,35-44,173
IR,2008,f,35-44,137
IS,2005,f,35-44,0
IS,2006,f,35-44,0
IS,2007,f,35-44,2
IS,2008,f,35-44,0
IT,2005,f,35-44,56
IT,2006,f,35-44,82
IT,2007,f,35-44,58
IT,2008,f,35-44,56
JM,2006,f,35-44,3
JM,2008,f,35-44,3
JO,2006,f,35-44,3
JO,2007,f,35-44,6
JO,2008,f,35-44,6
JP,2007,f,35-44,231
JP,2008,f,35-44,230
KE,2007,f,35-44,2774
KE,2008,f,35-44,2431
KG,2005,f,35-44,141
KI,2007,f,35-44,8
KI,2008,f,35-44,12
KM,2006,f,35-44,9
KM,2008,f,35-44,1
KN,2008,f,35-44,0
KP,2008,f,35-44,2428
KR,2006,f,35-44,507
KR,2007,f,35-44,466
KR,2008,f,35-44,483
KW,2007,f,35-44,18
KW,2008,f,35-44,27
KY,2006,f,35-44,0
KY,2007,f,35-44,0
KZ,2005,f,35-44,436
KZ,2007,f,35-44,367
KZ,2008,f,35-44,320
LB,2006,f,35-44,5
LB,2007,f,35-44,13
LB,2008,f,35-44,15
LC,2008,f,35-44,3
LR,2008,f,35-44,367
LS,2007,f,35-44,106
LS,2008,f,35-44,358
LT,2005,f,35-44,57
LT,2006,f,35-44,56
LT,2007,f,35-44,48
LT,2008,f,35-44,46
LU,2005,f,35-44,1
LU,2006,f,35-44,2
LU,2007,f,35-44,0
LU,2008,f,35-44,0
LV,2005,f,35-44,31
LV,2006,f,35-44,33
LV,2008,f,35-44,26
LY,2006,f,35-44,24
LY,2008,f,35-44,22
MA,2006,f,35-44,597
MA,2007,f,35-44,444
MA,2008,f,35-44,479
MD,2005,f,35-44,57
MD,2007,f,35-44,57
MD,2008,f,35-44,57
ME,2005,f,35-44,3
ME,2006,f,35-44,4
ME,2007,f,35-44,4
ME,2008,f,35-44,5
MG,2007,f,35-44,1354
MG,2008,f,35-44,1352
MH,2007,f,35-44,2
MH,2008,f,35-44,4
MK,2005,f,35-44,10
MK,2006,f,35-44,9
MK,2007,f,35-44,9
MK,2008,f,35-44,14
ML,2008,f,35-44,320
MO,2007,f,35-44,6
MO,2008,f,35-44,5
MP,2007,f,35-44,1
MP,2008,f,35-44,2
MT,2005,f,35-44,0
MT,2006,f,35-44,0
MT,2007,f,35-44,0
MT,2008,f,35-44,0
MU,2007,f,35-44,3
MU,2008,f,35-44,2
MV,2007,f,35-44,5
MV,2008,f,35-44,3
MW,2007,f,35-44,715
MW,2008,f,35-44,727
MX,2006,f,35-44,662
MX,2007,f,35-44,694
MX,2008,f,35-44,710
MY,2007,f,35-44,849
MY,2008,f,35-44,906
NC,2008,f,35-44,0
NE,2008,f,35-44,307
NI,2006,f,35-44,90
NI,2007,f,35-44,100
NL,2005,f,35-44,11
NL,2006,f,35-44,12
NL,2007,f,35-44,17
NL,2008,f,35-44,14
NO,2005,f,35-44,2
NO,2006,f,35-44,2
NO,2008,f,35-44,4
NP,2006,f,35-44,788
NP,2007,f,35-44,793
NR,2006,f,35-44,1
NR,2007,f,35-44,0
NR,2008,f,35-44,0
NU,2006,f,35-44,0
NU,2007,f,35-44,0
NZ,2006,f,35-44,12
NZ,2007,f,35-44,8
NZ,2008,f,35-44,9
OM,2006,f,35-44,7
OM,2008,f,35-44,4
PA,2008,f,35-44,55
PE,2006,f,35-44,1082
PE,2007,f,35-44,1127
PE,2008,f,35-44,1112
PF,2008,f,35-44,1
PL,2005,f,35-44,112
PL,2006,f,35-44,112
PL,2007,f,35-44,120
PL,2008,f,35-44,112
PR,2007,f,35-44,4
PR,2008,f,35-44,3
PS,2006,f,35-44,1
PS,2007,f,35-44,0
PS,2008,f,35-44,0
PT,2005,f,35-44,66
PT,2006,f,35-44,85
PT,2007,f,35-44,61
PT,2008,f,35-44,55
PW,2006,f,35-44,0
PW,2007,f,35-44,0
PY,2006,f,35-44,73
PY,2007,f,35-44,46
PY,2008,f,35-44,60
QA,2007,f,35-44,5
QA,2008,f,35-44,6
RO,2005,f,35-44,493
RO,2006,f,35-44,448
RO,2007,f,35-44,439
RO,2008,f,35-44,518
RS,2005,f,35-44,55
RS,2006,f,35-44,43
RS,2007,f,35-44,43
RS,2008,f,35-44,33
RU,2007,f,35-44,1684
RU,2008,f,35-44,1707
RW,2007,f,35-44,245
RW,2008,f,35-44,280
SA,2008,f,35-44,137
SB,2007,f,35-44,9
SB,2008,f,35-44,11
SC,2008,f,35-44,0
SD,2006,f,35-44,948
SD,2008,f,35-44,841
SE,2005,f,35-44,12
SE,2006,f,35-44,9
SE,2007,f,35-44,8
SE,2008,f,35-44,5
SG,2006,f,35-44,22
SG,2007,f,35-44,25
SG,2008,f,35-44,20
SI,2005,f,35-44,6
SI,2006,f,35-44,4
SI,2007,f,35-44,6
SI,2008,f,35-44,2
SK,2005,f,35-44,9
SK,2006,f,35-44,7
SK,2007,f,35-44,5
SK,2008,f,35-44,4
SL,2007,f,35-44,468
SN,2008,f,35-44,368
SR,2006,f,35-44,1
ST,2006,f,35-44,0
ST,2007,f,35-44,3
SV,2007,f,35-44,50
SV,2008,f,35-44,55
SY,2006,f,35-44,42
SY,2007,f,35-44,41
SY,2008,f,35-44,48
SZ,2008,f,35-44,309
TC,2006,f,35-44,1
TJ,2005,f,35-44,151
TJ,2008,f,35-44,121
TK,2007,f,35-44,0
TM,2005,f,35-44,72
TM,2007,f,35-44,81
TO,2006,f,35-44,2
TO,2007,f,35-44,1
TO,2008,f,35-44,0
TR,2005,f,35-44,243
TR,2006,f,35-44,235
TR,2007,f,35-44,246
TR,2008,f,35-44,233
TT,2007,f,35-44,7
TT,2008,f,35-44,4
TV,2006,f,35-44,1
TV,2008,f,35-44,2
UA,2007,f,35-44,1314
UA,2008,f,35-44,762
UG,2008,f,35-44,1749
US,2006,f,35-44,263
US,2007,f,35-44,260
US,2008,f,35-44,269
UY,2008,f,35-44,26
UZ,2005,f,35-44,375
UZ,2006,f,35-44,346
UZ,2007,f,35-44,342
UZ,2008,f,35-44,309
VC,2007,f,35-44,0
VE,2006,f,35-44,188
VE,2007,f,35-44,199
VE,2008,f,35-44,228
VU,2008,f,35-44,1
WF,2007,f,35-44,0
WS,2008,f,35-44,1
ZA,2006,f,35-44,12656
ZA,2007,f,35-44,13190
ZA,2008,f,35-44,13778
ZW,2007,f,35-44,0
AD,2005,f,45-54,0
AD,2006,f,45-54,1
AD,2008,f,45-54,1
AE,2006,f,45-54,3
AE,2007,f,45-54,2
AE,2008,f,45-54,1
AG,2007,f,45-54,0
AL,2005,f,45-54,5
AL,2006,f,45-54,7
AL,2007,f,45-54,7
AL,2008,f,45-54,5
AM,2005,f,45-54,11
AM,2006,f,45-54,15
AM,2007,f,45-54,7
AM,2008,f,45-54,14
AN,2006,f,45-54,0
AR,2006,f,45-54,197
AR,2007,f,45-54,217
AR,2008,f,45-54,221
AT,2005,f,45-54,3
AT,2006,f,45-54,5
AU,2006,f,45-54,7
AU,2007,f,45-54,12
AZ,2005,f,45-54,32
AZ,2006,f,45-54,44
BA,2005,f,45-54,28
BA,2006,f,45-54,29
BA,2007,f,45-54,0
BA,2008,f,45-54,11
BB,2007,f,45-54,3
BB,2008,f,45-54,0
BE,2005,f,45-54,12
BE,2006,f,45-54,6
BE,2007,f,45-54,7
BE,2008,f,45-54,8
BF,2007,f,45-54,129
BG,2005,f,45-54,29
BG,2007,f,45-54,38
BG,2008,f,45-54,31
BH,2008,f,45-54,1
BI,2007,f,45-54,140
BN,2007,f,45-54,15
BN,2008,f,45-54,7
BR,2006,f,45-54,1885
BR,2007,f,45-54,1727
BR,2008,f,45-54,1669
BS,2007,f,45-54,1
BS,2008,f,45-54,0
BW,2008,f,45-54,135
BZ,2006,f,45-54,5
BZ,2007,f,45-54,2
BZ,2008,f,45-54,4
CA,2006,f,45-54,16
CA,2007,f,45-54,11
CA,2008,f,45-54,27
CH,2005,f,45-54,3
CH,2006,f,45-54,5
CH,2007,f,45-54,0
CH,2008,f,45-54,2
CK,2006,f,45-54,0
CL,2006,f,45-54,95
CL,2007,f,45-54,49
CL,2008,f,45-54,37
CM,2008,f,45-54,568
CR,2006,f,45-54,15
CR,2007,f,45-54,16
CU,2008,f,45-54,18
CV,2008,f,45-54,3
CY,2005,f,45-54,0
CY,2006,f,45-54,0
CY,2007,f,45-54,0
CY,2008,f,45-54,0
CZ,2005,f,45-54,7
CZ,2006,f,45-54,10
CZ,2007,f,45-54,9
CZ,2008,f,45-54,5
DE,2005,f,45-54,43
DE,2006,f,45-54,39
DE,2007,f,45-54,116
DE,2008,f,45-54,41
DJ,2007,f,45-54,35
DK,2005,f,45-54,9
DK,2006,f,45-54,5
DK,2007,f,45-54,4
DK,2008,f,45-54,8
DM,2006,f,45-54,1
DM,2007,f,45-54,0
DM,2008,f,45-54,0
DO,2008,f,45-54,96
EE,2005,f,45-54,11
EE,2006,f,45-54,9
EE,2007,f,45-54,8
EE,2008,f,45-54,8
EG,2006,f,45-54,279
EG,2008,f,45-54,195
ER,2007,f,45-54,47
ES,2005,f,45-54,63
ES,2006,f,45-54,48
ES,2007,f,45-54,63
ES,2008,f,45-54,68
FI,2005,f,45-54,0
FI,2006,f,45-54,4
FI,2007,f,45-54,5
FI,2008,f,45-54,4
FJ,2006,f,45-54,4
FM,2006,f,45-54,4
FM,2008,f,45-54,1
FR,2005,f,45-54,56
FR,2006,f,45-54,67
FR,2007,f,45-54,56
FR,2008,f,45-54,50
GA,2008,f,45-54,59
GB,2005,f,45-54,39
GB,2006,f,45-54,60
GB,2007,f,45-54,58
GB,2008,f,45-54,27
GD,2006,f,45-54,0
GE,2005,f,45-54,46
GE,2006,f,45-54,60
GE,2007,f,45-54,54
GE,2008,f,45-54,171
GM,2006,f,45-54,49
GM,2008,f,45-54,43
GR,2005,f,45-54,7
GR,2006,f,45-54,5
GR,2007,f,45-54,8
GR,2008,f,45-54,4
GT,2007,f,45-54,153
GT,2008,f,45-54,154
GU,2007,f,45-54,1
GU,2008,f,45-54,1
GY,2008,f,45-54,12
HK,2005,f,45-54,57
HK,2006,f,45-54,54
HK,2007,f,45-54,64
HK,2008,f,45-54,45
HN,2006,f,45-54,85
HN,2007,f,45-54,106
HN,2008,f,45-54,90
HR,2005,f,45-54,11
HR,2006,f,45-54,22
HR,2008,f,45-54,15
HT,2007,f,45-54,344
HT,2008,f,45-54,378
HU,2005,f,45-54,22
HU,2006,f,45-54,28
HU,2007,f,45-54,17
HU,2008,f,45-54,12
ID,2007,f,45-54,11391
ID,2008,f,45-54,11899
IE,2005,f,45-54,3
IE,2006,f,45-54,4
IE,2007,f,45-54,14
IE,2008,f,45-54,3
IL,2005,f,45-54,6
IL,2006,f,45-54,4
IL,2007,f,45-54,3
IL,2008,f,45-54,8
IQ,2006,f,45-54,154
IQ,2007,f,45-54,134
IQ,2008,f,45-54,175
IR,2006,f,45-54,292
IR,2007,f,45-54,268
IR,2008,f,45-54,263
IS,2005,f,45-54,0
IS,2006,f,45-54,0
IS,2007,f,45-54,0
IS,2008,f,45-54,0
IT,2005,f,45-54,25
IT,2006,f,45-54,48
IT,2007,f,45-54,31
IT,2008,f,45-54,24
JM,2006,f,45-54,1
JM,2008,f,45-54,1
JO,2006,f,45-54,5
JO,2007,f,45-54,1
JO,2008,f,45-54,4
JP,2007,f,45-54,156
JP,2008,f,45-54,173
KE,2007,f,45-54,1180
KE,2008,f,45-54,1065
KG,2005,f,45-54,70
KI,2007,f,45-54,9
KI,2008,f,45-54,9
KM,2006,f,45-54,6
KM,2008,f,45-54,6
KN,2008,f,45-54,1
KP,2008,f,45-54,2282
KR,2006,f,45-54,403
KR,2007,f,45-54,387
KR,2008,f,45-54,402
KW,2007,f,45-54,13
KW,2008,f,45-54,7
KY,2006,f,45-54,0
KY,2007,f,45-54,0
KZ,2005,f,45-54,286
KZ,2007,f,45-54,249
KZ,2008,f,45-54,230
LB,2006,f,45-54,2
LB,2007,f,45-54,5
LB,2008,f,45-54,7
LC,2008,f,45-54,2
LR,2008,f,45-54,298
LS,2007,f,45-54,40
LS,2008,f,45-54,146
LT,2005,f,45-54,49
LT,2006,f,45-54,52
LT,2007,f,45-54,50
LT,2008,f,45-54,36
LU,2005,f,45-54,1
LU,2006,f,45-54,0
LU,2007,f,45-54,0
LU,2008,f,45-54,0
LV,2005,f,45-54,23
LV,2006,f,45-54,28
LV,2008,f,45-54,21
LY,2006,f,45-54,10
LY,2008,f,45-54,20
MA,2006,f,45-54,426
MA,2007,f,45-54,354
MA,2008,f,45-54,360
MD,2005,f,45-54,61
MD,2007,f,45-54,58
MD,2008,f,45-54,52
ME,2005,f,45-54,4
ME,2006,f,45-54,4
ME,2007,f,45-54,3
ME,2008,f,45-54,10
MG,2007,f,45-54,880
MG,2008,f,45-54,911
MH,2007,f,45-54,3
MH,2008,f,45-54,5
MK,2005,f,45-54,7
MK,2006,f,45-54,6
MK,2007,f,45-54,4
MK,2008,f,45-54,8
ML,2008,f,45-54,245
MO,2007,f,45-54,8
MO,2008,f,45-54,6
MP,2007,f,45-54,1
MP,2008,f,45-54,0
MT,2005,f,45-54,0
MT,2006,f,45-54,0
MT,2007,f,45-54,0
MT,2008,f,45-54,0
MU,2007,f,45-54,5
MU,2008,f,45-54,5
MV,2007,f,45-54,5
MV,2008,f,45-54,0
MW,2007,f,45-54,342
MW,2008,f,45-54,365
MX,2006,f,45-54,794
MX,2007,f,45-54,748
MX,2008,f,45-54,774
MY,2007,f,45-54,782
MY,2008,f,45-54,878
NC,2008,f,45-54,0
NE,2008,f,45-54,237
NI,2006,f,45-54,65
NI,2007,f,45-54,76
NL,2005,f,45-54,9
NL,2006,f,45-54,5
NL,2007,f,45-54,6
NL,2008,f,45-54,6
NO,2005,f,45-54,1
NO,2006,f,45-54,2
NO,2008,f,45-54,0
NP,2006,f,45-54,613
NP,2007,f,45-54,619
NR,2006,f,45-54,0
NR,2007,f,45-54,0
NR,2008,f,45-54,0
NU,2006,f,45-54,0
NU,2007,f,45-54,0
NZ,2006,f,45-54,3
NZ,2007,f,45-54,6
NZ,2008,f,45-54,3
OM,2006,f,45-54,13
OM,2008,f,45-54,4
PA,2008,f,45-54,46
PE,2006,f,45-54,762
PE,2007,f,45-54,813
PE,2008,f,45-54,791
PF,2008,f,45-54,0
PL,2005,f,45-54,151
PL,2006,f,45-54,118
PL,2007,f,45-54,132
PL,2008,f,45-54,132
PR,2007,f,45-54,7
PR,2008,f,45-54,2
PS,2006,f,45-54,1
PS,2007,f,45-54,0
PS,2008,f,45-54,1
PT,2005,f,45-54,29
PT,2006,f,45-54,33
PT,2007,f,45-54,27
PT,2008,f,45-54,38
PW,2006,f,45-54,0
PW,2007,f,45-54,0
PY,2006,f,45-54,55
PY,2007,f,45-54,46
PY,2008,f,45-54,61
QA,2007,f,45-54,3
QA,2008,f,45-54,2
RO,2005,f,45-54,374
RO,2006,f,45-54,334
RO,2007,f,45-54,332
RO,2008,f,45-54,320
RS,2005,f,45-54,49
RS,2006,f,45-54,44
RS,2007,f,45-54,43
RS,2008,f,45-54,39
RU,2007,f,45-54,1454
RU,2008,f,45-54,1530
RW,2007,f,45-54,131
RW,2008,f,45-54,161
SA,2008,f,45-54,85
SB,2007,f,45-54,10
SB,2008,f,45-54,13
SC,2008,f,45-54,0
SD,2006,f,45-54,763
SD,2008,f,45-54,601
SE,2005,f,45-54,5
SE,2006,f,45-54,1
SE,2007,f,45-54,4
SE,2008,f,45-54,4
SG,2006,f,45-54,22
SG,2007,f,45-54,23
SG,2008,f,45-54,26
SI,2005,f,45-54,5
SI,2006,f,45-54,2
SI,2007,f,45-54,2
SI,2008,f,45-54,5
SK,2005,f,45-54,5
SK,2006,f,45-54,4
SK,2007,f,45-54,6
SK,2008,f,45-54,5
SL,2007,f,45-54,255
SN,2008,f,45-54,230
SR,2006,f,45-54,8
ST,2006,f,45-54,0
ST,2007,f,45-54,3
SV,2007,f,45-54,45
SV,2008,f,45-54,42
SY,2006,f,45-54,53
SY,2007,f,45-54,43
SY,2008,f,45-54,32
SZ,2008,f,45-54,114
TC,2006,f,45-54,1
TJ,2005,f,45-54,89
TJ,2008,f,45-54,101
TK,2007,f,45-54,0
TM,2005,f,45-54,46
TM,2007,f,45-54,69
TO,2006,f,45-54,0
TO,2007,f,45-54,0
TO,2008,f,45-54,1
TR,2005,f,45-54,175
TR,2006,f,45-54,155
TR,2007,f,45-54,165
TR,2008,f,45-54,152
TT,2007,f,45-54,4
TT,2008,f,45-54,8
TV,2006,f,45-54,1
TV,2008,f,45-54,1
UA,2007,f,45-54,855
UA,2008,f,45-54,544
UG,2008,f,45-54,862
US,2006,f,45-54,212
US,2007,f,45-54,225
US,2008,f,45-54,224
UY,2008,f,45-54,15
UZ,2005,f,45-54,288
UZ,2006,f,45-54,327
UZ,2007,f,45-54,255
UZ,2008,f,45-54,273
VC,2007,f,45-54,0
VE,2006,f,45-54,173
VE,2007,f,45-54,160
VE,2008,f,45-54,171
VU,2008,f,45-54,3
WF,2007,f,45-54,0
WS,2008,f,45-54,0
ZA,2006,f,45-54,5767
ZA,2007,f,45-54,6245
ZA,2008,f,45-54,7146
ZW,2007,f,45-54,553
AD,2005,f,55-64,0
AD,2006,f,55-64,0
AD,2008,f,55-64,0
AE,2006,f,55-64,4
AE,2007,f,55-64,0
AE,2008,f,55-64,3
AG,2007,f,55-64,0
AL,2005,f,55-64,5
AL,2006,f,55-64,7
AL,2007,f,55-64,11
AL,2008,f,55-64,5
AM,2005,f,55-64,4
AM,2006,f,55-64,7
AM,2007,f,55-64,7
AM,2008,f,55-64,10
AN,2006,f,55-64,0
AR,2006,f,55-64,173
AR,2007,f,55-64,172
AR,2008,f,55-64,157
AT,2005,f,55-64,5
AT,2006,f,55-64,3
AU,2006,f,55-64,9
AU,2007,f,55-64,7
AZ,2005,f,55-64,24
AZ,2006,f,55-64,15
BA,2005,f,55-64,28
BA,2006,f,55-64,20
BA,2007,f,55-64,0
BA,2008,f,55-64,6
BB,2007,f,55-64,0
BB,2008,f,55-64,0
BE,2005,f,55-64,4
BE,2006,f,55-64,7
BE,2007,f,55-64,8
BE,2008,f,55-64,3
BF,2007,f,55-64,88
BG,2005,f,55-64,37
BG,2007,f,55-64,29
BG,2008,f,55-64,23
BH,2008,f,55-64,0
BI,2007,f,55-64,67
BN,2007,f,55-64,9
BN,2008,f,55-64,7
BR,2006,f,55-64,1121
BR,2007,f,55-64,977
BR,2008,f,55-64,964
BS,2007,f,55-64,1
BS,2008,f,55-64,0
BW,2008,f,55-64,51
BZ,2006,f,55-64,6
BZ,2007,f,55-64,2
BZ,2008,f,55-64,3
CA,2006,f,55-64,6
CA,2007,f,55-64,13
CA,2008,f,55-64,20
CH,2005,f,55-64,2
CH,2006,f,55-64,1
CH,2007,f,55-64,3
CH,2008,f,55-64,1
CK,2006,f,55-64,0
CL,2006,f,55-64,64
CL,2007,f,55-64,39
CL,2008,f,55-64,30
CM,2008,f,55-64,234
CR,2006,f,55-64,8
CR,2007,f,55-64,16
CU,2008,f,55-64,11
CV,2008,f,55-64,5
CY,2005,f,55-64,0
CY,2006,f,55-64,0
CY,2007,f,55-64,0
CY,2008,f,55-64,0
CZ,2005,f,55-64,5
CZ,2006,f,55-64,6
CZ,2007,f,55-64,5
CZ,2008,f,55-64,10
DE,2005,f,55-64,37
DE,2006,f,55-64,24
DE,2007,f,55-64,46
DE,2008,f,55-64,33
DJ,2007,f,55-64,14
DK,2005,f,55-64,3
DK,2006,f,55-64,5
DK,2007,f,55-64,5
DK,2008,f,55-64,4
DM,2006,f,55-64,1
DM,2007,f,55-64,1
DM,2008,f,55-64,0
DO,2008,f,55-64,55
EE,2005,f,55-64,6
EE,2006,f,55-64,4
EE,2007,f,55-64,7
EE,2008,f,55-64,4
EG,2006,f,55-64,155
EG,2008,f,55-64,169
ER,2007,f,55-64,21
ES,2005,f,55-64,24
ES,2006,f,55-64,19
ES,2007,f,55-64,23
ES,2008,f,55-64,16
FI,2005,f,55-64,6
FI,2006,f,55-64,1
FI,2007,f,55-64,0
FI,2008,f,55-64,2
FJ,2006,f,55-64,6
FM,2006,f,55-64,6
FM,2008,f,55-64,0
FR,2005,f,55-64,38
FR,2006,f,55-64,44
FR,2007,f,55-64,61
FR,2008,f,55-64,38
GA,2008,f,55-64,32
GB,2005,f,55-64,28
GB,2006,f,55-64,42
GB,2007,f,55-64,45
GB,2008,f,55-64,28
GD,2006,f,55-64,0
GE,2005,f,55-64,17
GE,2006,f,55-64,26
GE,2007,f,55-64,17
GE,2008,f,55-64,109
GM,2006,f,55-64,25
GM,2008,f,55-64,45
GR,2005,f,55-64,2
GR,2006,f,55-64,6
GR,2007,f,55-64,3
GR,2008,f,55-64,3
GT,2007,f,55-64,143
GT,2008,f,55-64,100
GU,2007,f,55-64,1
GU,2008,f,55-64,1
GY,2008,f,55-64,3
HK,2005,f,55-64,34
HK,2006,f,55-64,42
HK,2007,f,55-64,37
HK,2008,f,55-64,40
HN,2006,f,55-64,87
HN,2007,f,55-64,84
HN,2008,f,55-64,82
HR,2005,f,55-64,6
HR,2006,f,55-64,7
HR,2008,f,55-64,12
HT,2007,f,55-64,182
HT,2008,f,55-64,179
HU,2005,f,55-64,15
HU,2006,f,55-64,11
HU,2007,f,55-64,6
HU,2008,f,55-64,5
ID,2007,f,55-64,7965
ID,2008,f,55-64,8485
IE,2005,f,55-64,0
IE,2006,f,55-64,3
IE,2007,f,55-64,2
IE,2008,f,55-64,3
IL,2005,f,55-64,1
IL,2006,f,55-64,2
IL,2007,f,55-64,6
IL,2008,f,55-64,4
IQ,2006,f,55-64,111
IQ,2007,f,55-64,130
IQ,2008,f,55-64,161
IR,2006,f,55-64,336
IR,2007,f,55-64,387
IR,2008,f,55-64,367
IS,2005,f,55-64,0
IS,2006,f,55-64,0
IS,2007,f,55-64,0
IS,2008,f,55-64,0
IT,2005,f,55-64,19
IT,2006,f,55-64,16
IT,2007,f,55-64,19
IT,2008,f,55-64,21
JM,2006,f,55-64,0
JM,2008,f,55-64,1
JO,2006,f,55-64,2
JO,2007,f,55-64,12
JO,2008,f,55-64,7
JP,2007,f,55-64,212
JP,2008,f,55-64,253
KE,2007,f,55-64,542
KE,2008,f,55-64,481
KG,2005,f,55-64,33
KI,2007,f,55-64,4
KI,2008,f,55-64,3
KM,2006,f,55-64,4
KM,2008,f,55-64,2
KN,2008,f,55-64,0
KP,2008,f,55-64,1177
KR,2006,f,55-64,371
KR,2007,f,55-64,347
KR,2008,f,55-64,360
KW,2007,f,55-64,7
KW,2008,f,55-64,5
KY,2006,f,55-64,0
KY,2007,f,55-64,0
KZ,2005,f,55-64,121
KZ,2007,f,55-64,124
KZ,2008,f,55-64,137
LB,2006,f,55-64,2
LB,2007,f,55-64,3
LB,2008,f,55-64,3
LC,2008,f,55-64,1
LR,2008,f,55-64,170
LS,2007,f,55-64,13
LS,2008,f,55-64,76
LT,2005,f,55-64,23
LT,2006,f,55-64,38
LT,2007,f,55-64,22
LT,2008,f,55-64,18
LU,2005,f,55-64,1
LU,2006,f,55-64,1
LU,2007,f,55-64,0
LU,2008,f,55-64,0
LV,2005,f,55-64,18
LV,2006,f,55-64,9
LV,2008,f,55-64,9
LY,2006,f,55-64,12
LY,2008,f,55-64,9
MA,2006,f,55-64,335
MA,2007,f,55-64,306
MA,2008,f,55-64,290
MD,2005,f,55-64,23
MD,2007,f,55-64,25
MD,2008,f,55-64,22
ME,2005,f,55-64,0
ME,2006,f,55-64,3
ME,2007,f,55-64,3
ME,2008,f,55-64,4
MG,2007,f,55-64,378
MG,2008,f,55-64,383
MH,2007,f,55-64,3
MH,2008,f,55-64,1
MK,2005,f,55-64,5
MK,2006,f,55-64,7
MK,2007,f,55-64,4
MK,2008,f,55-64,7
ML,2008,f,55-64,172
MO,2007,f,55-64,3
MO,2008,f,55-64,6
MP,2007,f,55-64,1
MP,2008,f,55-64,1
MT,2005,f,55-64,0
MT,2006,f,55-64,0
MT,2007,f,55-64,0
MT,2008,f,55-64,0
MU,2007,f,55-64,4
MU,2008,f,55-64,2
MV,2007,f,55-64,0
MV,2008,f,55-64,3
MW,2007,f,55-64,146
MW,2008,f,55-64,172
MX,2006,f,55-64,722
MX,2007,f,55-64,642
MX,2008,f,55-64,699
MY,2007,f,55-64,585
MY,2008,f,55-64,648
NC,2008,f,55-64,0
NE,2008,f,55-64,146
NI,2006,f,55-64,38
NI,2007,f,55-64,45
NL,2005,f,55-64,1
NL,2006,f,55-64,3
NL,2007,f,55-64,5
NL,2008,f,55-64,6
NO,2005,f,55-64,0
NO,2006,f,55-64,1
NO,2008,f,55-64,1
NP,2006,f,55-64,519
NP,2007,f,55-64,578
NR,2006,f,55-64,0
NR,2007,f,55-64,0
NR,2008,f,55-64,0
NU,2006,f,55-64,0
NU,2007,f,55-64,0
NZ,2006,f,55-64,6
NZ,2007,f,55-64,6
NZ,2008,f,55-64,3
OM,2006,f,55-64,12
OM,2008,f,55-64,5
PA,2008,f,55-64,29
PE,2006,f,55-64,557
PE,2007,f,55-64,402
PE,2008,f,55-64,373
PF,2008,f,55-64,1
PL,2005,f,55-64,63
PL,2006,f,55-64,72
PL,2007,f,55-64,79
PL,2008,f,55-64,77
PR,2007,f,55-64,1
PR,2008,f,55-64,3
PS,2006,f,55-64,1
PS,2007,f,55-64,2
PS,2008,f,55-64,2
PT,2005,f,55-64,11
PT,2006,f,55-64,22
PT,2007,f,55-64,12
PT,2008,f,55-64,15
PW,2006,f,55-64,0
PW,2007,f,55-64,1
PY,2006,f,55-64,63
PY,2007,f,55-64,34
PY,2008,f,55-64,42
QA,2007,f,55-64,0
QA,2008,f,55-64,0
RO,2005,f,55-64,219
RO,2006,f,55-64,224
RO,2007,f,55-64,230
RO,2008,f,55-64,225
RS,2005,f,55-64,22
RS,2006,f,55-64,44
RS,2007,f,55-64,26
RS,2008,f,55-64,26
RU,2007,f,55-64,653
RU,2008,f,55-64,687
RW,2007,f,55-64,70
RW,2008,f,55-64,82
SA,2008,f,55-64,48
SB,2007,f,55-64,5
SB,2008,f,55-64,3
SC,2008,f,55-64,0
SD,2006,f,55-64,442
SD,2008,f,55-64,344
SE,2005,f,55-64,3
SE,2006,f,55-64,2
SE,2007,f,55-64,1
SE,2008,f,55-64,1
SG,2006,f,55-64,27
SG,2007,f,55-64,11
SG,2008,f,55-64,17
SI,2005,f,55-64,4
SI,2006,f,55-64,4
SI,2007,f,55-64,3
SI,2008,f,55-64,2
SK,2005,f,55-64,6
SK,2006,f,55-64,3
SK,2007,f,55-64,3
SK,2008,f,55-64,1
SL,2007,f,55-64,143
SN,2008,f,55-64,148
SR,2006,f,55-64,0
ST,2006,f,55-64,1
ST,2007,f,55-64,5
SV,2007,f,55-64,33
SV,2008,f,55-64,40
SY,2006,f,55-64,39
SY,2007,f,55-64,30
SY,2008,f,55-64,29
SZ,2008,f,55-64,57
TC,2006,f,55-64,1
TJ,2005,f,55-64,43
TJ,2008,f,55-64,40
TK,2007,f,55-64,0
TM,2005,f,55-64,27
TM,2007,f,55-64,36
TO,2006,f,55-64,0
TO,2007,f,55-64,0
TO,2008,f,55-64,2
TR,2005,f,55-64,166
TR,2006,f,55-64,149
TR,2007,f,55-64,128
TR,2008,f,55-64,139
TT,2007,f,55-64,3
TT,2008,f,55-64,4
TV,2006,f,55-64,0
TV,2008,f,55-64,0
UA,2007,f,55-64,438
UA,2008,f,55-64,255
UG,2008,f,55-64,314
US,2006,f,55-64,146
US,2007,f,55-64,135
US,2008,f,55-64,172
UY,2008,f,55-64,13
UZ,2005,f,55-64,217
UZ,2006,f,55-64,224
UZ,2007,f,55-64,235
UZ,2008,f,55-64,227
VC,2007,f,55-64,0
VE,2006,f,55-64,140
VE,2007,f,55-64,147
